,ID,Name,Dia_chi,Dan_toc,So_thich_ca_nhan,Tuoi,Gioi_tinh,Ngoai_ngu,Y_thuc_trach_nhiem,Hot_work,Bang_cap,Xep_loai_bang,Truong_dao_tao,Mang_cong_viec,Nam_kinh_nghiem,So_truong,Vi_tri,He_so_trach_nhiem,Thanh_tich,Nguong_luong,Nang_luc_work,Thoi_gian_gan_bo,Luong_cu,Luong
40,FSI_40,Hermione,Ha Noi,Kinh,Da bong,20,Nu,Tieng anh toiec,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,0,Data Science,Nhan vien,1.0,Khoa hoc sang tao,25,B,0,7.0,9.0
41,FSI_41,Ron,Tinh le,Kinh,Nghe nhac,23,Nam,Khong chung chi,D,D,Dai hoc,Trung binh,VNU,PM,3,None,Nhan vien,1.0,None,30,B,2,16.0,11.1
42,FSI_42,Hermione,Tinh le,Kinh,Cau long,18,Nu,Tieng anh toiec,C,C,Dai hoc,Trung binh,HUST,Lap trinh vien,0,PHP,Nhan vien,1.0,None,25,D,1,12.0,5.0
43,FSI_43,Luna,Tinh le,Dao,Cau ca,28,Nu,Khong chung chi,A,A,Dai hoc,Xuat sac,USTH,Lap trinh vien,9,ios,Nhan vien,1.0,None,25,C,3,12.0,14.0
44,FSI_44,Luna,Tinh le,Kinh,Cau ca,19,Nam,Tieng Phap,C,D,Dai hoc,Trung binh,HNUE,BA,0,None,Nhan vien,1.0,Khoa hoc sang tao,25,B,0,4.0,9.0
45,FSI_45,Nam,Ha Noi,Kinh,xem phim,20,Nam,Khong chung chi,D,D,Dai hoc,kha,TLU,PM,1,None,Teamlead,1.5,None,30,C,0,31.5,7.0
46,FSI_46,Harry,Tinh le,Kinh,xem phim,26,Nam,Tieng anh toiec,A,D,Cao dang,kha,VNU,Tu van ban hang,2,None,Nhan vien,1.0,None,15,B,7,11.0,11.1
47,FSI_47,Luna,Tinh le,Kinh,Gym,28,Nu,Khong chung chi,B,B,Dai hoc,Xuat sac,USTH,Lap trinh vien,3,Ruby,Teamlead,1.5,None,25,C,9,22.5,9.1
48,FSI_48,Lan,Tinh le,Kinh,Da bong,18,Nu,Tieng Trung,D,D,Dai hoc,Gioi,EPU,BA,0,None,Nhan vien,1.0,None,25,D,1,18.0,5.0
49,FSI_49,Lan,Tinh le,Kinh,Cau long,19,Nam,Tieng anh toiec,C,D,Dai hoc,kha,UTC,BA,0,None,Nhan vien,1.0,None,25,D,1,6.0,5.0
50,FSI_50,Harry,Ha Noi,Cham,Da bong,20,Nam,Khong chung chi,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,1,Ruby,Nhan vien,1.0,None,25,D,0,11.0,5.0
51,FSI_51,Long,Ha Noi,Kinh,xem phim,24,Nam,Tieng anh toiec,B,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,1,ios,Teamlead,1.5,None,25,C,4,30.0,7.0
52,FSI_52,Harry,Tinh le,Kinh,Yoga,29,Nu,Tieng anh toiec,D,B,Cao dang,kha,USTH,Lap trinh vien,10,Python,Nhan vien,1.0,None,25,A,7,18.0,19.0
53,FSI_53,Ron,Tinh le,Kinh,Cau long,18,Nam,Khong chung chi,A,B,Dai hoc,Xuat sac,EPU,Lap trinh vien,0,Android,Nhan vien,1.0,None,25,B,0,9.0,9.0
54,FSI_54,Ngoc,Tinh le,Kinh,Cau ca,24,Nu,Khong chung chi,B,A,Dai hoc,Gioi,VNU,Lap trinh vien,1,ios,Nhan vien,1.0,Nhan tai dat viet,25,A,2,10.0,12.0
55,FSI_55,Nam,Tinh le,Kinh,Nghe nhac,18,Nu,Khong chung chi,B,D,Cao dang,Trung binh,EPU,Tester,0,None,Nhan vien,1.0,None,15,C,0,12.0,7.0
56,FSI_56,Harry,Tinh le,Kinh,Yoga,20,Nam,Khong chung chi,A,D,Cao dang,Trung binh,HAUI,Tu van ban hang,1,None,Nhan vien,1.0,None,15,C,1,8.0,7.0
57,FSI_57,Lan,Tinh le,Ede,Da bong,24,Nu,Tieng anh toiec,D,D,Cao dang,Gioi,USTH,BA,4,None,Nhan vien,1.0,None,25,C,1,19.0,10.5
58,FSI_58,Ron,Tinh le,Kinh,Gym,26,Nu,Khong chung chi,C,D,Cao dang,Gioi,USTH,Ke toan,2,None,Teamlead,1.5,None,15,B,7,6.0,7.46
59,FSI_59,Long,Ha Noi,Kinh,Yoga,24,Nam,Tieng anh toiec,C,A,Thac si,Gioi,EPU,Lap trinh vien,3,C++,Nhan vien,1.0,None,25,B,3,18.0,15.0
60,FSI_60,Harry,Ha Noi,Kinh,Da bong,39,Nu,Tieng Nhat,C,B,Cao dang,Trung binh,EPU,Lap trinh vien,2,Ruby,Teamlead,1.5,None,25,A,8,22.5,14.1
61,FSI_61,Harry,Tinh le,Kinh,xem phim,19,Nu,Khong chung chi,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,0,Android,Nhan vien,1.0,olympic tin,25,D,1,21.0,5.0
62,FSI_62,Ngoc,Tinh le,Kinh,Da bong,27,Nu,Khong chung chi,B,D,Cao dang,Trung binh,EPU,Tester,8,None,Nhan vien,1.0,Khoa hoc sang tao,15,A,1,12.0,19.0
63,FSI_63,Harry,Ha Noi,Hoa,Yoga,22,Nam,Khong chung chi,D,D,Cao dang,kha,EPU,PM,1,None,Nhan vien,1.0,None,30,C,3,7.0,7.0
64,FSI_64,Ron,Tinh le,Ede,Nghe nhac,27,Nam,Khong chung chi,A,B,Dai hoc,Trung binh,HNUE,Lap trinh vien,2,Android,Nhan vien,1.0,None,25,A,1,17.0,14.1
65,FSI_65,Long,Tinh le,Kinh,Yoga,55,Nam,Khong chung chi,D,D,Khong bang cap,Khong xep loai,Khong di hoc,BA,5,None,Nhan vien,1.0,None,25,D,9,6.0,8.5
66,FSI_66,Lan,Ha Noi,Kinh,Da bong,23,Nam,Tieng anh ielts,C,D,Dai hoc,Trung binh,USTH,Tu van ban hang,0,None,Nhan vien,1.0,None,15,A,2,4.0,12.0
67,FSI_67,Lan,Tinh le,Kinh,Cau ca,54,Nu,Khong chung chi,A,D,Dai hoc,kha,USTH,Ke toan,20,None,Technical leader,1.0,None,15,A,10,5.0,20.12
68,FSI_68,Harry,Tinh le,Kinh,Nghe nhac,28,Nam,Khong chung chi,B,D,Cao dang,Gioi,VNU,BA,8,None,Nhan vien,1.0,None,25,D,8,6.0,12.0
69,FSI_69,Harry,Tinh le,Kinh,Cau ca,24,Nam,Khong chung chi,C,B,Dai hoc,kha,HNUE,Ky su R&D,1,Computer vision,Nhan vien,1.0,Oympic toan,25,B,0,15.0,9.0
70,FSI_70,Hermione,Tinh le,Kinh,Cau long,23,Nam,Tieng anh toiec,D,C,Cao dang,kha,HNUE,Lap trinh vien,3,PHP,Nhan vien,1.0,olympic tin,25,D,3,21.0,7.1
71,FSI_71,Ron,Ha Noi,Kinh,Nghe nhac,26,Nu,Tieng anh toiec,B,D,Dai hoc,kha,UTC,Ke toan,2,None,Nhan vien,1.0,None,15,B,1,11.0,7.46
72,FSI_72,Hermione,Ha Noi,Kinh,Nghe nhac,23,Nu,Khong chung chi,A,B,Dai hoc,Trung binh,HAUI,Lap trinh vien,1,Python,Nhan vien,1.0,None,25,A,1,17.0,12.0
73,FSI_73,Long,Tinh le,Kinh,xem phim,21,Nam,Khong chung chi,C,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,2,Data Science,Nhan vien,1.0,None,25,B,1,14.0,11.1
74,FSI_74,Hermione,Tinh le,Ede,Yoga,24,Nam,Khong chung chi,D,A,Cao dang,Xuat sac,UTC,Lap trinh vien,3,Java,Nhan vien,1.0,Nhan tai dat viet,25,D,2,23.0,7.1
75,FSI_75,Ngoc,Tinh le,Tay,Cau long,29,Nu,Tieng anh toiec,C,D,Khong bang cap,Khong xep loai,Khong di hoc,BA,8,None,Nhan vien,1.0,None,25,C,7,14.0,14.0
76,FSI_76,Ngoc,Tinh le,Kinh,Gym,32,Nam,Tieng anh toiec,D,D,Cao dang,Gioi,HAUI,BA,1,None,Nhan vien,1.0,None,25,A,7,18.0,12.0
77,FSI_77,Lan,Tinh le,Kinh,Da bong,25,Nam,Tieng anh toiec,B,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,5,Python,Nhan vien,1.0,None,25,C,1,20.0,10.5
78,FSI_78,Hermione,Ha Noi,Kinh,Cau long,24,Nam,Khong chung chi,D,A,Cao dang,Trung binh,VNU,Lap trinh vien,1,ios,Teamlead,1.5,Nhan tai dat viet,25,C,1,30.0,7.0
79,FSI_79,Ron,Tinh le,Kinh,Yoga,23,Nu,Khong chung chi,A,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,1,Java,Nhan vien,1.0,None,25,C,1,7.0,7.0
80,FSI_80,Long,Tinh le,Kinh,Cau ca,36,Nu,Khong chung chi,D,A,Cao dang,Xuat sac,EPU,Lap trinh vien,16,Java,Nhan vien,1.0,None,25,D,9,15.0,12.0
81,FSI_81,Ngoc,Tinh le,Kinh,Cau ca,21,Nu,Tieng anh toiec,D,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,1,ios,Nhan vien,1.0,None,25,A,2,10.0,12.0
82,FSI_82,Harry,Tinh le,Kinh,Nghe nhac,27,Nu,Tieng anh toiec,B,B,Cao dang,Gioi,TLU,Lap trinh vien,3,Ruby,Nhan vien,1.0,Khoa hoc sang tao,25,A,0,18.0,14.1
83,FSI_83,Long,Ha Noi,Kinh,Gym,21,Nam,Tieng anh ielts,C,D,Cao dang,Trung binh,HUST,PM,1,None,Nhan vien,1.0,None,30,C,0,9.0,7.0
84,FSI_84,Harry,Tinh le,Dao,Cau ca,32,Nam,Tieng Phap,A,A,Dai hoc,Xuat sac,EPU,Lap trinh vien,7,ios,Teamlead,1.5,None,25,B,7,16.5,16.0
85,FSI_85,Ngoc,Tinh le,Kinh,Nghe nhac,27,Nam,Tieng Trung,B,B,Cao dang,kha,USTH,Lap trinh vien,5,Python,Nhan vien,1.0,None,25,B,2,17.0,12.5
86,FSI_86,Lan,Tinh le,Kinh,Nghe nhac,23,Nu,Tieng anh toiec,A,B,Cao dang,Gioi,HUST,Lap trinh vien,3,Android,Nhan vien,1.0,None,25,B,3,22.0,11.1
87,FSI_87,Nam,Tinh le,Kinh,Gym,32,Nu,Tieng Nga,D,B,Dai hoc,Xuat sac,UTC,Lap trinh vien,4,Python,Nhan vien,1.0,None,25,A,3,6.0,15.5
88,FSI_88,Luna,Tinh le,Kinh,Gym,27,Nam,Khong chung chi,D,A,Thac si,kha,TLU,Lap trinh vien,5,ios,Nhan vien,1.0,None,25,A,1,19.0,20.0
89,FSI_89,Harry,Tinh le,Kinh,Gym,48,Nam,Tieng anh toiec,D,B,Cao dang,Trung binh,EPU,Lap trinh vien,24,.NET,Nhan vien,1.0,None,25,D,2,21.0,12.0
90,FSI_90,Hermione,Tinh le,Kinh,Gym,37,Nam,Khong chung chi,D,A,Cao dang,Gioi,UTC,Lap trinh vien,9,C++,Nhan vien,1.0,None,25,C,1,12.0,14.0
91,FSI_91,Harry,Tinh le,Kinh,Gym,34,Nu,Khong chung chi,D,A,Thac si,Gioi,UTC,Lap trinh vien,3,C++,Nhan vien,1.0,None,25,A,14,18.0,18.0
92,FSI_92,Lan,Ha Noi,Kinh,xem phim,52,Nu,Khong chung chi,D,C,Dai hoc,Trung binh,USTH,Lap trinh vien,10,PHP,Nhan vien,1.0,None,25,B,2,21.0,16.0
93,FSI_93,Harry,Ha Noi,Kinh,Yoga,22,Nam,Tieng anh toiec,B,B,Cao dang,Xuat sac,VNU,Lap trinh vien,1,Android,Teamlead,1.5,None,25,D,0,31.5,5.0
94,FSI_94,Ngoc,Tinh le,Kinh,xem phim,20,Nu,Khong chung chi,C,C,Dai hoc,Gioi,UTC,Lap trinh vien,0,PHP,Teamlead,1.5,None,25,D,1,18.0,5.0
95,FSI_95,Harry,Tinh le,Kinh,Gym,28,Nam,Tieng anh toiec,A,A,Cao dang,Xuat sac,HUST,Lap trinh vien,4,Java,Nhan vien,1.0,None,25,A,0,17.0,15.5
96,FSI_96,Nam,Tinh le,Kinh,Cau ca,23,Nam,Tieng anh toiec,C,D,Cao dang,Trung binh,TLU,BA,1,None,Nhan vien,1.0,None,25,B,2,4.0,9.0
97,FSI_97,Harry,Ha Noi,Kinh,Yoga,29,Nam,Tieng anh toiec,B,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,6,NLP,Nhan vien,1.0,Oympic toan,25,D,7,21.0,12.0
98,FSI_98,Luna,Ha Noi,Kinh,Yoga,34,Nam,Tieng anh ielts,C,D,Cao dang,Trung binh,USTH,PM,11,None,Nhan vien,1.0,None,30,D,2,27.0,12.0
99,FSI_99,Long,Tinh le,Kinh,Nghe nhac,23,Nam,Tieng Trung,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,1,Python,Teamlead,1.5,None,25,B,1,15.0,9.0
100,FSI_100,Ngoc,Ha Noi,Kinh,Cau ca,21,Nu,Tieng anh toiec,B,D,Dai hoc,Gioi,VNU,Tester,2,None,Nhan vien,1.0,None,15,C,2,12.0,9.1
101,FSI_101,Nam,Tinh le,Kinh,xem phim,28,Nam,Tieng anh toiec,A,A,Dai hoc,Gioi,HAUI,Lap trinh vien,3,Java,Nhan vien,1.0,None,25,C,4,11.0,9.1
102,FSI_102,Hermione,Tinh le,Kinh,Cau long,21,Nam,Tieng anh toiec,C,D,Cao dang,kha,HAUI,BA,0,None,Nhan vien,1.0,None,25,A,1,14.0,12.0
103,FSI_103,Luna,Tinh le,Khome,Nghe nhac,25,Nam,Tieng anh toiec,B,A,Thac si,kha,EPU,Lap trinh vien,5,Java,Teamlead,1.5,None,25,B,0,34.5,17.0
104,FSI_104,Harry,Tinh le,Kinh,xem phim,28,Nu,Tieng anh toiec,D,D,Cao dang,Gioi,HNUE,BA,9,None,Truong phong,4.0,None,25,A,8,32.0,47.0
105,FSI_105,Long,Tinh le,Kinh,Cau long,31,Nam,Tieng anh toiec,B,D,Khong bang cap,Khong xep loai,Khong di hoc,PM,2,None,Nhan vien,1.0,None,30,C,1,16.0,9.1
106,FSI_106,Nam,Tinh le,Kinh,Yoga,23,Nu,Khong chung chi,C,D,Cao dang,kha,TLU,Xu ly data,0,None,Nhan vien,1.0,None,15,B,1,4.0,6.2
107,FSI_107,Lan,Tinh le,Kinh,xem phim,27,Nu,Khong chung chi,B,C,Cao dang,Gioi,TLU,Lap trinh vien,0,PHP,Teamlead,1.5,None,25,D,3,9.0,5.0
108,FSI_108,Long,Tinh le,Kinh,xem phim,55,Nam,Tieng anh toiec,B,D,Cao dang,Xuat sac,EPU,Tu van ban hang,20,None,Nhan vien,1.0,None,15,C,14,7.0,14.0
109,FSI_109,Lan,Ha Noi,Kinh,Cau ca,26,Nam,Tieng Nhat,C,A,Dai hoc,Trung binh,TLU,Lap trinh vien,6,ios,Nhan vien,1.0,None,25,C,0,4.0,14.0
110,FSI_110,Hermione,Tinh le,Kinh,xem phim,23,Nam,Khong chung chi,D,D,Khong bang cap,Khong xep loai,Khong di hoc,Tu van ban hang,0,None,Nhan vien,1.0,None,15,B,0,13.0,9.0
111,FSI_111,Long,Tinh le,Kinh,Nghe nhac,30,Nam,Khong chung chi,C,D,Dai hoc,Trung binh,VNU,BA,6,None,Nhan vien,1.0,None,25,D,8,15.0,12.0
112,FSI_112,Hermione,Tinh le,Kinh,Cau long,22,Nam,Tieng anh toiec,A,D,Cao dang,kha,USTH,PM,0,None,Nhan vien,1.0,None,30,A,0,9.0,12.0
113,FSI_113,Ngoc,Ha Noi,Kinh,Da bong,32,Nam,Tieng anh ielts,D,D,Cao dang,kha,VNU,BA,4,None,Nhan vien,1.0,None,25,D,3,12.0,8.5
114,FSI_114,Long,Tinh le,Kinh,xem phim,34,Nu,Khong chung chi,B,A,Cao dang,Trung binh,VNU,Lap trinh vien,4,C++,Teamlead,1.5,None,25,B,10,15.0,12.5
115,FSI_115,Lan,Tinh le,Kinh,Da bong,26,Nam,Tieng anh toiec,B,D,Dai hoc,Gioi,EPU,PM,2,None,Nhan vien,1.0,None,30,D,6,9.0,7.1
116,FSI_116,Ron,Tinh le,Kinh,Nghe nhac,33,Nu,Tieng anh toiec,B,B,Dai hoc,Xuat sac,EPU,Lap trinh vien,7,Ruby,Nhan vien,1.0,None,25,A,1,17.0,19.0
117,FSI_117,Nam,Tinh le,Kinh,Da bong,55,Nam,Khong chung chi,B,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,18,Python,Nhan vien,1.0,None,25,B,7,23.0,16.0
118,FSI_118,Luna,Tinh le,Kinh,Gym,33,Nam,Khong chung chi,C,B,Dai hoc,Trung binh,EPU,Lap trinh vien,6,.NET,Nhan vien,1.0,None,25,B,4,16.0,16.0
119,FSI_119,Long,Tinh le,Khome,Cau ca,26,Nam,Tieng anh ielts,B,B,Cao dang,Xuat sac,UTC,Ky su R&D,1,Computer vision,Nhan vien,1.0,None,25,D,1,6.0,5.0
120,FSI_120,Harry,Tinh le,Muong,Cau ca,27,Nu,Tieng anh toiec,D,D,Thac si,Xuat sac,HUST,Xu ly data,4,None,Nhan vien,1.0,None,15,A,5,15.0,20.0
121,FSI_121,Luna,Tinh le,Khome,Yoga,28,Nam,Tieng anh toiec,C,D,Khong bang cap,Khong xep loai,Khong di hoc,BA,3,None,Nhan vien,1.0,None,25,A,2,7.0,14.1
122,FSI_122,Hermione,Tinh le,Kinh,Da bong,27,Nam,Tieng anh toiec,A,B,Cao dang,kha,VNU,Ky su R&D,2,Computer vision,Nhan vien,1.0,None,25,B,1,17.0,11.1
123,FSI_123,Ngoc,Ha Noi,Kinh,Cau ca,29,Nu,Tieng anh toiec,D,D,Dai hoc,kha,HNUE,Tester,4,None,Nhan vien,1.0,None,15,B,7,7.0,12.5
124,FSI_124,Long,Tinh le,Kinh,Nghe nhac,31,Nu,Tieng anh ielts,C,B,Dai hoc,kha,VNU,Lap trinh vien,0,Python,Nhan vien,1.0,None,25,C,11,19.0,7.0
125,FSI_125,Long,Tinh le,Muong,Cau ca,37,Nam,Tieng anh toiec,B,A,Dai hoc,Trung binh,TLU,Lap trinh vien,3,ios,Nhan vien,1.0,olympic tin,25,B,8,12.0,11.1
126,FSI_126,Nam,Tinh le,Kinh,xem phim,38,Nam,Khong chung chi,C,D,Khong bang cap,Khong xep loai,Khong di hoc,PM,19,None,Nhan vien,1.0,None,30,C,3,12.0,14.0
127,FSI_127,Luna,Tinh le,Hoa,Yoga,19,Nu,Khong chung chi,B,D,Cao dang,kha,UTC,BA,0,None,Nhan vien,1.0,None,25,A,1,17.0,12.0
128,FSI_128,Hermione,Ha Noi,Kinh,Da bong,26,Nam,Khong chung chi,B,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,7,.NET,Nhan vien,1.0,None,25,C,7,15.0,14.0
129,FSI_129,Nam,Tinh le,Kinh,xem phim,20,Nu,Khong chung chi,C,C,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,0,PHP,Nhan vien,1.0,None,25,A,1,18.0,12.0
