,ID,Name,Dia_chi,Dan_toc,So_thich_ca_nhan,Tuoi,Gioi_tinh,Ngoai_ngu,Y_thuc_trach_nhiem,Hot_work,Bang_cap,Xep_loai_bang,Truong_dao_tao,Mang_cong_viec,Nam_kinh_nghiem,So_truong,Vi_tri,He_so_trach_nhiem,Thanh_tich,Nguong_luong,Nang_luc_work,Thoi_gian_gan_bo,Luong_cu,Luong
41,FSI_41,Ron,Ha Noi,Kinh,Gym,39,Nam,Khong chung chi,B,D,Khong bang cap,Khong xep loai,Khong di hoc,Tu van ban hang,7,None,Teamlead,1.5,None,15,B,4,9.0,16.0
42,FSI_42,Lan,Tinh le,Kinh,Da bong,22,Nu,Khong chung chi,A,A,Thac si,kha,HNUE,Lap trinh vien,1,Java,Nhan vien,1.0,Khoa hoc sang tao,25,A,1,16.0,15.0
43,FSI_43,Ron,Tinh le,Muong,Yoga,19,Nam,Khong chung chi,A,D,Cao dang,kha,HUST,Tu van ban hang,0,None,Nhan vien,1.0,None,15,C,0,8.0,7.0
44,FSI_44,Ngoc,Tinh le,Kinh,Gym,34,Nu,Khong chung chi,B,C,Cao dang,Trung binh,TLU,Lap trinh vien,10,PHP,Truong phong,4.0,None,25,A,13,84.0,47.0
45,FSI_45,Ngoc,Tinh le,Kinh,Cau ca,25,Nam,Khong chung chi,D,D,Cao dang,Gioi,HNUE,PM,0,None,Nhan vien,1.0,None,30,B,3,26.0,9.0
46,FSI_46,Ngoc,Tinh le,Kinh,Yoga,27,Nam,Khong chung chi,D,B,Cao dang,Xuat sac,HUST,Lap trinh vien,7,Android,Nhan vien,1.0,Oympic toan,25,D,5,5.0,12.0
47,FSI_47,Long,Tinh le,Kinh,Nghe nhac,24,Nu,Khong chung chi,B,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,5,C++,Teamlead,1.5,None,25,B,1,25.5,12.5
48,FSI_48,Nam,Tinh le,Kinh,Yoga,30,Nu,Khong chung chi,D,D,Dai hoc,Trung binh,TLU,Ke toan,9,None,Nhan vien,1.0,None,15,B,6,6.0,10.4
49,FSI_49,Lan,Tinh le,Kinh,Cau ca,38,Nam,Tieng Nhat,B,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,16,NLP,Nhan vien,1.0,None,25,C,9,15.0,14.0
50,FSI_50,Luna,Ha Noi,Kinh,xem phim,18,Nam,Tieng anh toiec,A,B,Cao dang,Xuat sac,USTH,Ky su R&D,0,Tools,Nhan vien,1.0,None,25,D,1,7.0,5.0
51,FSI_51,Nam,Tinh le,Kinh,Cau ca,18,Nu,Khong chung chi,B,B,Cao dang,kha,USTH,Lap trinh vien,0,Python,Nhan vien,1.0,None,25,C,1,15.0,7.0
52,FSI_52,Ron,Tinh le,Kinh,Cau ca,46,Nam,Tieng anh ielts,A,B,Cao dang,Xuat sac,HNUE,Lap trinh vien,4,Android,Nhan vien,1.0,None,25,A,8,11.0,15.5
53,FSI_53,Nam,Tinh le,Kinh,Yoga,20,Nu,Tieng anh toiec,B,A,Cao dang,Gioi,VNU,Lap trinh vien,0,Java,Nhan vien,1.0,None,25,B,1,5.0,9.0
54,FSI_54,Lan,Tinh le,Kinh,Yoga,18,Nam,Khong chung chi,C,D,Khong bang cap,Khong xep loai,Khong di hoc,PM,0,None,Nhan vien,1.0,None,30,C,0,11.0,7.0
55,FSI_55,Hermione,Tinh le,Kinh,xem phim,28,Nu,Tieng anh toiec,B,A,Dai hoc,kha,VNU,Lap trinh vien,5,ios,Nhan vien,1.0,None,25,C,4,10.0,10.5
56,FSI_56,Luna,Ha Noi,Kinh,Yoga,24,Nu,Khong chung chi,D,D,Thac si,Xuat sac,HAUI,Ke toan,2,None,Nhan vien,1.0,None,15,A,3,15.0,18.0
57,FSI_57,Luna,Tinh le,Kinh,Da bong,20,Nu,Khong chung chi,A,A,Dai hoc,kha,VNU,Lap trinh vien,0,ios,Teamlead,1.5,None,25,D,0,30.0,5.0
58,FSI_58,Ngoc,Tinh le,Nung,Nghe nhac,20,Nu,Khong chung chi,D,B,Cao dang,kha,TLU,Lap trinh vien,1,.NET,Teamlead,1.5,None,25,A,0,16.5,12.0
59,FSI_59,Long,Tinh le,Kinh,Nghe nhac,18,Nu,Khong chung chi,D,D,Cao dang,Xuat sac,VNU,BA,0,None,Nhan vien,1.0,Nhan tai dat viet,25,A,1,16.0,12.0
60,FSI_60,Long,Tinh le,Kinh,Gym,35,Nam,Khong chung chi,B,D,Khong bang cap,Khong xep loai,Khong di hoc,BA,12,None,Nhan vien,1.0,None,25,D,9,21.0,12.0
61,FSI_61,Harry,Tinh le,Kinh,Nghe nhac,20,Nam,Khong chung chi,D,B,Cao dang,kha,VNU,Ky su R&D,0,Computer vision,Nhan vien,1.0,None,25,D,0,20.0,5.0
62,FSI_62,Long,Tinh le,Kinh,Gym,38,Nu,Khong chung chi,A,D,Dai hoc,Trung binh,UTC,Tester,9,None,Nhan vien,1.0,None,15,A,1,13.0,19.0
63,FSI_63,Lan,Tinh le,Kinh,Gym,32,Nam,Khong chung chi,B,D,Dai hoc,Trung binh,VNU,PM,12,None,Nhan vien,1.0,None,30,C,13,4.0,14.0
64,FSI_64,Long,Tinh le,Kinh,Cau ca,20,Nu,Tieng anh toiec,D,D,Dai hoc,Gioi,USTH,BA,0,None,Nhan vien,1.0,None,25,A,0,20.0,12.0
65,FSI_65,Hermione,Tinh le,Cham,Cau long,19,Nu,Tieng anh toiec,D,A,Cao dang,Gioi,HUST,Lap trinh vien,0,C++,Nhan vien,1.0,None,25,A,0,16.0,12.0
66,FSI_66,Luna,Tinh le,Kinh,Nghe nhac,18,Nam,Tieng anh toiec,A,D,Khong bang cap,Khong xep loai,Khong di hoc,Tu van ban hang,0,None,Nhan vien,1.0,None,15,D,1,12.0,5.0
67,FSI_67,Lan,Tinh le,Kinh,Cau long,32,Nam,Khong chung chi,A,A,Dai hoc,Xuat sac,UTC,Lap trinh vien,6,ios,Nhan vien,1.0,None,25,B,4,5.0,16.0
68,FSI_68,Luna,Tinh le,Kinh,Nghe nhac,20,Nam,Khong chung chi,D,D,Dai hoc,Gioi,UTC,BA,0,None,Nhan vien,1.0,None,25,C,1,17.0,7.0
69,FSI_69,Hermione,Tinh le,Kinh,Gym,20,Nam,Tieng anh toiec,A,B,Dai hoc,Xuat sac,EPU,Ky su R&D,0,Computer vision,Nhan vien,1.0,None,25,A,1,7.0,12.0
70,FSI_70,Long,Tinh le,Kinh,Da bong,22,Nam,Khong chung chi,A,A,Thac si,kha,VNU,Lap trinh vien,2,Java,Teamlead,1.5,None,25,A,3,27.0,18.0
71,FSI_71,Luna,Tinh le,Kinh,Da bong,29,Nam,Tieng anh toiec,A,A,Cao dang,Gioi,TLU,Lap trinh vien,6,ios,Teamlead,1.5,None,25,B,3,16.5,16.0
72,FSI_72,Long,Tinh le,Kinh,Cau ca,22,Nu,Khong chung chi,B,B,Cao dang,Xuat sac,VNU,Lap trinh vien,0,Python,Nhan vien,1.0,None,25,D,1,5.0,5.0
73,FSI_73,Harry,Tinh le,Kinh,Nghe nhac,21,Nam,Khong chung chi,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,2,Computer vision,Nhan vien,1.0,None,25,B,2,11.0,11.1
74,FSI_74,Hermione,Tinh le,Kinh,Cau ca,18,Nu,Khong chung chi,C,D,Cao dang,Gioi,EPU,Xu ly data,0,None,Nhan vien,1.0,None,15,C,0,11.0,4.2
75,FSI_75,Hermione,Ha Noi,Ede,Cau long,22,Nam,Tieng anh toiec,B,C,Dai hoc,kha,HNUE,Lap trinh vien,1,PHP,Nhan vien,1.0,None,25,D,1,5.0,5.0
76,FSI_76,Lan,Tinh le,Kinh,xem phim,31,Nam,Tieng anh toiec,B,B,Dai hoc,Xuat sac,TLU,Lap trinh vien,4,.NET,Nhan vien,1.0,None,25,A,12,14.0,15.5
77,FSI_77,Hermione,Ha Noi,Kinh,Gym,28,Nu,Khong chung chi,C,D,Cao dang,Xuat sac,HAUI,Tester,2,None,Nhan vien,1.0,None,15,A,6,4.0,14.1
78,FSI_78,Nam,Tinh le,Kinh,Cau ca,47,Nu,Tieng anh toiec,B,B,Cao dang,Xuat sac,HNUE,Lap trinh vien,5,Ruby,Nhan vien,1.0,None,25,B,8,7.0,12.5
79,FSI_79,Harry,Ha Noi,Kinh,Da bong,29,Nu,Khong chung chi,B,D,Dai hoc,Trung binh,TLU,Tester,1,None,Nhan vien,1.0,None,15,A,4,14.0,12.0
80,FSI_80,Harry,Tinh le,Kinh,Cau long,29,Nu,Khong chung chi,B,D,Dai hoc,Gioi,USTH,Tester,6,None,Nhan vien,1.0,None,15,C,8,4.0,14.0
81,FSI_81,Long,Ha Noi,Kinh,Cau long,24,Nam,Tieng anh ielts,D,D,Dai hoc,kha,VNU,Tu van ban hang,1,None,Nhan vien,1.0,None,15,C,2,8.0,7.0
82,FSI_82,Lan,Tinh le,Kinh,Da bong,36,Nu,Tieng anh toiec,B,D,Cao dang,kha,HNUE,BA,0,None,Teamlead,1.5,None,25,B,14,34.5,9.0
83,FSI_83,Long,Tinh le,Kinh,Da bong,20,Nam,Khong chung chi,B,D,Dai hoc,Trung binh,USTH,Tu van ban hang,0,None,Nhan vien,1.0,None,15,D,0,4.0,5.0
84,FSI_84,Lan,Tinh le,Kinh,Da bong,20,Nam,Khong chung chi,D,B,Cao dang,Trung binh,HNUE,Ky su R&D,0,Data Science,Nhan vien,1.0,None,25,B,1,9.0,9.0
85,FSI_85,Hermione,Tinh le,Kinh,xem phim,18,Nu,Tieng anh toiec,C,D,Cao dang,kha,HNUE,Xu ly data,0,None,Nhan vien,1.0,Khoa hoc sang tao,15,D,0,7.0,2.2
86,FSI_86,Nam,Tinh le,Kinh,Nghe nhac,28,Nam,Tieng anh toiec,D,A,Dai hoc,kha,HAUI,Lap trinh vien,1,ios,Nhan vien,1.0,None,25,B,8,9.0,9.0
87,FSI_87,Harry,Tinh le,Kinh,Cau long,28,Nam,Tieng anh toiec,C,D,Dai hoc,Trung binh,HAUI,Tu van ban hang,8,None,Nhan vien,1.0,None,15,C,9,7.0,14.0
88,FSI_88,Luna,Tinh le,Kinh,Da bong,37,Nu,Khong chung chi,D,B,Cao dang,kha,EPU,Ky su R&D,7,Computer vision,Teamlead,1.5,None,25,A,8,13.5,19.0
89,FSI_89,Long,Ha Noi,Cham,Da bong,37,Nam,Khong chung chi,B,D,Dai hoc,Xuat sac,HNUE,BA,17,None,Nhan vien,1.0,None,25,B,13,9.0,16.0
90,FSI_90,Nam,Tinh le,Kinh,Cau long,18,Nam,Tieng anh toiec,C,D,Dai hoc,kha,UTC,Tu van ban hang,0,None,Nhan vien,1.0,None,15,B,0,4.0,9.0
91,FSI_91,Hermione,Tinh le,Cham,Cau ca,20,Nam,Khong chung chi,D,B,Cao dang,Xuat sac,HUST,Lap trinh vien,0,.NET,Nhan vien,1.0,None,25,C,0,9.0,7.0
92,FSI_92,Harry,Tinh le,Kinh,xem phim,23,Nam,Khong chung chi,A,D,Cao dang,Xuat sac,HNUE,PM,2,None,Nhan vien,1.0,None,30,D,3,21.0,7.1
93,FSI_93,Luna,Ha Noi,Kinh,Yoga,25,Nu,Khong chung chi,C,D,Cao dang,Trung binh,HUST,Tu van ban hang,5,None,Nhan vien,1.0,None,15,C,3,11.0,10.5
94,FSI_94,Hermione,Tinh le,Kinh,Yoga,27,Nam,Tieng Nga,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,7,Python,Nhan vien,1.0,None,25,A,0,15.0,19.0
95,FSI_95,Ngoc,Tinh le,Khome,Nghe nhac,24,Nam,Khong chung chi,B,D,Cao dang,kha,TLU,Tu van ban hang,0,None,Nhan vien,1.0,None,15,A,5,5.0,12.0
96,FSI_96,Ngoc,Tinh le,Kinh,Cau long,21,Nam,Khong chung chi,B,D,Cao dang,Gioi,HNUE,PM,0,None,Nhan vien,1.0,None,30,D,1,23.0,5.0
97,FSI_97,Harry,Tinh le,Kinh,Nghe nhac,21,Nu,Khong chung chi,A,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,1,NLP,Nhan vien,1.0,None,25,D,2,21.0,5.0
98,FSI_98,Lan,Tinh le,Kinh,Da bong,25,Nam,Tieng anh toiec,B,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,3,NLP,Nhan vien,1.0,None,25,C,6,17.0,9.1
99,FSI_99,Ngoc,Tinh le,Kinh,Yoga,25,Nu,Tieng anh toiec,A,B,Dai hoc,Gioi,HAUI,Lap trinh vien,1,Android,Nhan vien,1.0,None,25,C,6,20.0,7.0
100,FSI_100,Harry,Ha Noi,Kinh,Nghe nhac,21,Nu,Khong chung chi,C,D,Cao dang,Gioi,TLU,Tester,0,None,Nhan vien,1.0,None,15,B,2,4.0,9.0
101,FSI_101,Lan,Tinh le,Kinh,Yoga,28,Nu,Tieng Nga,A,B,Dai hoc,Gioi,EPU,Lap trinh vien,6,.NET,Nhan vien,1.0,None,25,A,7,5.0,19.0
102,FSI_102,Lan,Tinh le,Nung,Da bong,26,Nam,Khong chung chi,D,A,Cao dang,Xuat sac,UTC,Lap trinh vien,4,Java,Nhan vien,1.0,None,25,C,5,21.0,10.5
103,FSI_103,Hermione,Tinh le,Kinh,Cau ca,21,Nu,Khong chung chi,B,A,Thac si,Xuat sac,HNUE,Lap trinh vien,1,Java,Nhan vien,1.0,Oympic toan,25,A,0,22.0,15.0
104,FSI_104,Nam,Tinh le,Kinh,Da bong,24,Nam,Tieng anh toiec,A,D,Dai hoc,Gioi,HAUI,Tu van ban hang,4,None,Nhan vien,1.0,None,15,D,2,4.0,8.5
105,FSI_105,Ron,Tinh le,Kinh,xem phim,22,Nam,Khong chung chi,B,D,Dai hoc,Gioi,EPU,Tu van ban hang,3,None,Nhan vien,1.0,None,15,A,0,5.0,14.1
106,FSI_106,Harry,Tinh le,Kinh,Cau long,25,Nu,Khong chung chi,B,A,Cao dang,kha,USTH,Lap trinh vien,5,C++,Nhan vien,1.0,None,25,A,1,11.0,15.5
107,FSI_107,Ron,Tinh le,Kinh,Cau ca,19,Nu,Khong chung chi,B,B,Dai hoc,Gioi,HAUI,Lap trinh vien,0,Python,Nhan vien,1.0,None,25,C,0,9.0,7.0
108,FSI_108,Ngoc,Tinh le,Tay,Gym,29,Nam,Khong chung chi,C,D,Dai hoc,Xuat sac,TLU,BA,3,None,Nhan vien,1.0,Khoa hoc sang tao,25,C,2,10.0,9.1
109,FSI_109,Long,Tinh le,Kinh,xem phim,23,Nam,Tieng anh toiec,B,B,Cao dang,kha,USTH,Lap trinh vien,4,Python,Nhan vien,1.0,None,25,D,1,18.0,8.5
110,FSI_110,Luna,Tinh le,Kinh,Nghe nhac,26,Nam,Khong chung chi,D,D,Khong bang cap,Khong xep loai,Khong di hoc,Tu van ban hang,3,None,Teamlead,1.5,None,15,A,0,13.5,14.1
111,FSI_111,Nam,Tinh le,Kinh,Cau long,23,Nu,Tieng anh toiec,A,A,Cao dang,Xuat sac,VNU,Lap trinh vien,4,C++,Nhan vien,1.0,None,25,A,1,20.0,15.5
112,FSI_112,Hermione,Ha Noi,Kinh,Gym,26,Nam,Khong chung chi,C,C,Cao dang,Xuat sac,USTH,Lap trinh vien,6,PHP,Nhan vien,1.0,None,25,B,0,20.0,16.0
113,FSI_113,Harry,Ha Noi,Kinh,Gym,18,Nu,Khong chung chi,D,D,Dai hoc,kha,HUST,Tester,0,None,Nhan vien,1.0,None,15,C,1,13.0,7.0
114,FSI_114,Harry,Tinh le,Kinh,Gym,18,Nam,Tieng anh toiec,B,B,Dai hoc,Gioi,HAUI,Lap trinh vien,0,Ruby,Nhan vien,1.0,None,25,D,1,5.0,5.0
115,FSI_115,Long,Tinh le,Kinh,Cau ca,37,Nam,Tieng Phap,A,D,Dai hoc,Gioi,UTC,PM,8,None,Nhan vien,1.0,None,30,A,10,23.0,19.0
116,FSI_116,Nam,Tinh le,Kinh,Cau ca,38,Nam,Khong chung chi,B,B,Dai hoc,Gioi,USTH,Lap trinh vien,9,Ruby,Technical leader,1.0,None,25,A,8,22.0,30.200000000000003
117,FSI_117,Hermione,Ha Noi,Kinh,Gym,35,Nu,Khong chung chi,D,D,Dai hoc,Xuat sac,HNUE,Tu van ban hang,9,None,Nhan vien,1.0,None,15,D,1,10.0,12.0
118,FSI_118,Harry,Tinh le,Mong,xem phim,27,Nam,Khong chung chi,B,A,Cao dang,Xuat sac,HAUI,Lap trinh vien,3,ios,Nhan vien,1.0,None,25,B,8,18.0,11.1
119,FSI_119,Ron,Tinh le,Kinh,Cau ca,32,Nu,Khong chung chi,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,4,.NET,Nhan vien,1.0,None,25,D,1,10.0,8.5
120,FSI_120,Long,Tinh le,Kinh,Gym,24,Nu,Khong chung chi,C,D,Dai hoc,Gioi,HNUE,Tu van ban hang,3,None,Nhan vien,1.0,None,15,A,4,12.0,14.1
121,FSI_121,Luna,Tinh le,Hoa,Cau ca,22,Nam,Tieng anh toiec,B,A,Cao dang,Trung binh,USTH,Lap trinh vien,3,Java,Nhan vien,1.0,None,25,C,3,21.0,9.1
122,FSI_122,Nam,Tinh le,Kinh,Da bong,29,Nam,Tieng anh toiec,A,D,Dai hoc,Xuat sac,HNUE,PM,3,None,Nhan vien,1.0,None,30,C,4,20.0,9.1
123,FSI_123,Lan,Ha Noi,Kinh,Nghe nhac,19,Nu,Tieng anh toiec,C,D,Dai hoc,Gioi,VNU,Ke toan,0,None,Nhan vien,1.0,None,15,D,1,7.0,2.2
124,FSI_124,Harry,Tinh le,Kinh,Cau long,20,Nu,Khong chung chi,D,A,Dai hoc,Trung binh,EPU,Lap trinh vien,1,C++,Nhan vien,1.0,None,25,D,1,24.0,5.0
125,FSI_125,Nam,Tinh le,Kinh,Gym,30,Nu,Khong chung chi,C,B,Cao dang,kha,HAUI,Ky su R&D,1,Tools,Nhan vien,1.0,None,25,C,5,18.0,7.0
126,FSI_126,Luna,Tinh le,Kinh,Gym,24,Nam,Khong chung chi,A,A,Dai hoc,Trung binh,USTH,Lap trinh vien,4,C++,Nhan vien,1.0,None,25,C,5,6.0,10.5
127,FSI_127,Ngoc,Tinh le,Kinh,Cau ca,36,Nu,Tieng anh toiec,B,A,Dai hoc,Xuat sac,HNUE,Lap trinh vien,16,Java,Nhan vien,1.0,None,25,D,13,13.0,12.0
128,FSI_128,Harry,Tinh le,Kinh,Yoga,22,Nu,Khong chung chi,B,D,Thac si,Xuat sac,TLU,Xu ly data,3,None,Nhan vien,1.0,None,15,A,3,15.0,18.0
129,FSI_129,Ngoc,Tinh le,Kinh,Gym,23,Nu,Tieng Trung,A,D,Dai hoc,Gioi,HNUE,Xu ly data,2,None,Nhan vien,1.0,None,15,A,1,11.0,10.46
