,ID,Name,Dia_chi,Dan_toc,So_thich_ca_nhan,Tuoi,Gioi_tinh,Ngoai_ngu,Y_thuc_trach_nhiem,Hot_work,Bang_cap,Xep_loai_bang,Truong_dao_tao,Mang_cong_viec,Nam_kinh_nghiem,So_truong,Vi_tri,He_so_trach_nhiem,Thanh_tich,Nguong_luong,Nang_luc_work,Thoi_gian_gan_bo,Luong_cu,Luong
22,FSI_22,Luna,Tinh le,Kinh,Nghe nhac,28,Nam,Tieng anh toiec,A,B,Dai hoc,Xuat sac,EPU,Lap trinh vien,3,Android,Nhan vien,1.0,None,25,B,5,20.0,21.0
23,FSI_23,Hermione,Tinh le,Nung,Da bong,29,Nu,Tieng anh toiec,C,B,Dai hoc,kha,UTC,Lap trinh vien,3,Ruby,Nhan vien,1.0,None,25,B,1,12.0,12.6
24,FSI_24,Long,Tinh le,Kinh,Cau long,23,Nu,Khong chung chi,B,B,Cao dang,Gioi,HAUI,Lap trinh vien,1,Python,Teamlead,1.5,None,25,C,1,24.0,25.2
25,FSI_25,Lan,Tinh le,Kinh,Gym,20,Nu,Khong chung chi,C,D,Dai hoc,Xuat sac,HAUI,Tu van ban hang,0,None,Nhan vien,1.0,Oympic toan,15,C,1,12.0,12.6
26,FSI_26,Nam,Tinh le,Kinh,Gym,27,Nam,Tieng anh toiec,D,B,Cao dang,kha,USTH,Lap trinh vien,6,Python,Nhan vien,1.0,None,25,C,1,14.0,14.7
27,FSI_27,Ron,Tinh le,Cham,Cau ca,30,Nam,Tieng anh toiec,A,B,Dai hoc,Xuat sac,VNU,Ky su R&D,3,Data Science,Nhan vien,1.0,None,25,A,10,14.0,14.7
28,FSI_28,Luna,Tinh le,Kinh,Gym,18,Nam,Khong chung chi,A,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,0,C++,Nhan vien,1.0,None,25,B,1,12.0,12.6
29,FSI_29,Long,Ha Noi,Kinh,xem phim,25,Nam,Tieng anh toiec,D,D,Dai hoc,kha,EPU,PM,4,None,Nhan vien,1.0,None,30,C,3,22.0,23.1
30,FSI_30,Nam,Tinh le,Kinh,Da bong,21,Nam,Tieng anh toiec,B,D,Dai hoc,kha,UTC,PM,0,None,Nhan vien,1.0,None,30,C,2,9.0,9.45
31,FSI_31,Ngoc,Tinh le,Mong,Nghe nhac,25,Nam,Khong chung chi,B,D,Khong bang cap,Khong xep loai,Khong di hoc,Tu van ban hang,4,None,Nhan vien,1.0,None,15,D,4,10.0,10.5
32,FSI_32,Long,Tinh le,Kinh,xem phim,25,Nu,Tieng anh ielts,B,B,Cao dang,Trung binh,HNUE,Lap trinh vien,4,.NET,Nhan vien,1.0,None,25,D,1,22.0,23.1
33,FSI_33,Lan,Tinh le,Kinh,Yoga,21,Nu,Khong chung chi,B,D,Dai hoc,kha,TLU,Tu van ban hang,2,None,Teamlead,1.5,None,15,C,0,21.0,22.05
34,FSI_34,Ron,Tinh le,Kinh,Yoga,26,Nu,Tieng anh toiec,C,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,2,Java,Teamlead,1.5,None,25,B,4,21.0,22.05
35,FSI_35,Nam,Tinh le,Kinh,Cau long,18,Nu,Khong chung chi,A,B,Cao dang,Trung binh,UTC,Ky su R&D,0,NLP,Teamlead,1.5,None,25,A,1,12.0,12.6
36,FSI_36,Harry,Ha Noi,Kinh,Cau ca,20,Nam,Tieng anh toiec,A,D,Cao dang,kha,VNU,PM,1,None,Nhan vien,1.0,None,30,A,0,7.0,7.35
37,FSI_37,Ngoc,Tinh le,Kinh,Cau long,28,Nu,Khong chung chi,A,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,8,Android,Teamlead,1.5,None,25,D,9,22.5,23.625
38,FSI_38,Luna,Tinh le,Kinh,Gym,19,Nam,Khong chung chi,C,B,Dai hoc,Trung binh,HNUE,Lap trinh vien,0,Ruby,Teamlead,1.5,None,25,B,1,22.5,23.625
39,FSI_39,Ngoc,Tinh le,Khome,Cau long,35,Nam,Tieng Nga,C,B,Dai hoc,kha,EPU,Lap trinh vien,6,Android,Nhan vien,1.0,None,25,B,0,4.0,4.2
40,FSI_40,Luna,Tinh le,Kinh,Yoga,24,Nam,Tieng anh ielts,D,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,4,Java,Teamlead,1.5,None,25,B,3,30.0,31.5
41,FSI_41,Lan,Tinh le,Tay,Nghe nhac,28,Nam,Khong chung chi,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,3,Tools,Nhan vien,1.0,None,25,A,9,12.0,12.6
42,FSI_42,Harry,Tinh le,Kinh,xem phim,37,Nu,Tieng anh toiec,C,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,17,Python,Nhan vien,1.0,None,25,B,4,20.0,21.0
43,FSI_43,Hermione,Tinh le,Kinh,Yoga,32,Nu,Tieng anh toiec,A,B,Cao dang,Xuat sac,VNU,Lap trinh vien,12,Python,Nhan vien,1.0,None,25,A,6,5.0,5.25
44,FSI_44,Hermione,Tinh le,Muong,Cau long,21,Nu,Tieng anh toiec,A,A,Cao dang,kha,EPU,Lap trinh vien,2,C++,Teamlead,1.5,None,25,D,0,34.5,36.225
45,FSI_45,Long,Tinh le,Kinh,Gym,33,Nu,Tieng anh toiec,B,A,Cao dang,Trung binh,TLU,Lap trinh vien,13,Java,Nhan vien,1.0,Oympic toan,25,B,2,12.0,12.6
46,FSI_46,Long,Tinh le,Kinh,Da bong,26,Nam,Tieng anh toiec,C,B,Dai hoc,Trung binh,EPU,Lap trinh vien,7,Python,Nhan vien,1.0,None,25,C,6,20.0,21.0
47,FSI_47,Nam,Tinh le,Kinh,xem phim,29,Nam,Tieng anh toiec,C,A,Cao dang,kha,UTC,Lap trinh vien,9,C++,Nhan vien,1.0,None,25,B,9,14.0,14.7
48,FSI_48,Harry,Tinh le,Kinh,xem phim,29,Nu,Khong chung chi,B,D,Cao dang,Xuat sac,HUST,Xu ly data,7,None,Nhan vien,1.0,None,15,D,1,5.0,5.25
49,FSI_49,Harry,Tinh le,Kinh,xem phim,38,Nam,Khong chung chi,B,A,Cao dang,Xuat sac,HAUI,Lap trinh vien,8,Java,Nhan vien,1.0,None,25,A,6,20.0,21.0
50,FSI_50,Hermione,Tinh le,Ede,Nghe nhac,27,Nu,Khong chung chi,A,D,Khong bang cap,Khong xep loai,Khong di hoc,Tester,5,None,Nhan vien,1.0,None,15,B,1,7.0,7.35
51,FSI_51,Hermione,Tinh le,Kinh,Cau long,19,Nam,Khong chung chi,C,A,Cao dang,Gioi,EPU,Lap trinh vien,0,Java,Nhan vien,1.0,None,25,C,0,23.0,24.15
52,FSI_52,Lan,Tinh le,Kinh,Cau ca,46,Nu,Tieng anh toiec,A,B,Dai hoc,Gioi,EPU,Lap trinh vien,9,Ruby,Nhan vien,1.0,None,25,D,6,14.0,14.7
53,FSI_53,Ngoc,Tinh le,Kinh,Gym,18,Nu,Khong chung chi,C,B,Dai hoc,Xuat sac,TLU,Ky su R&D,0,Data Science,Nhan vien,1.0,None,25,C,1,14.0,14.7
54,FSI_54,Luna,Ha Noi,Kinh,Da bong,22,Nu,Tieng anh ielts,A,C,Cao dang,Xuat sac,EPU,Lap trinh vien,1,PHP,Nhan vien,1.0,Khoa hoc sang tao,25,A,3,16.0,16.8
55,FSI_55,Ngoc,Tinh le,Kinh,Cau ca,28,Nam,Tieng anh toiec,D,B,Cao dang,Xuat sac,HUST,Lap trinh vien,4,Ruby,Nhan vien,1.0,Khoa hoc sang tao,25,D,5,19.0,19.95
56,FSI_56,Long,Ha Noi,Kinh,Gym,19,Nam,Tieng anh toiec,A,B,Cao dang,Gioi,TLU,Lap trinh vien,0,Python,Nhan vien,1.0,None,25,D,1,14.0,14.7
57,FSI_57,Harry,Tinh le,Kinh,Cau ca,21,Nam,Tieng Nhat,A,A,Dai hoc,kha,TLU,Lap trinh vien,0,ios,Teamlead,1.5,None,25,C,1,21.0,22.05
58,FSI_58,Nam,Tinh le,Kinh,xem phim,28,Nam,Khong chung chi,C,D,Khong bang cap,Khong xep loai,Khong di hoc,PM,8,None,Teamlead,1.5,None,30,B,5,40.5,42.525
59,FSI_59,Lan,Tinh le,Khome,Cau long,22,Nu,Tieng anh toiec,B,D,Cao dang,Xuat sac,HNUE,Tu van ban hang,1,None,Nhan vien,1.0,None,15,D,1,7.0,7.35
60,FSI_60,Long,Tinh le,Nung,Cau ca,22,Nam,Khong chung chi,B,D,Cao dang,kha,EPU,BA,3,None,Nhan vien,1.0,Khoa hoc sang tao,25,C,0,6.0,6.3
61,FSI_61,Long,Tinh le,Dao,Gym,36,Nu,Khong chung chi,B,D,Dai hoc,Trung binh,VNU,Tester,6,None,Nhan vien,1.0,None,15,D,5,10.0,10.5
62,FSI_62,Ron,Ha Noi,Dao,Da bong,24,Nam,Khong chung chi,B,B,Dai hoc,Xuat sac,HUST,Lap trinh vien,4,Python,Nhan vien,1.0,None,25,C,3,20.0,21.0
63,FSI_63,Nam,Tinh le,Khome,xem phim,37,Nu,Tieng anh toiec,D,B,Cao dang,Trung binh,VNU,Lap trinh vien,8,Android,Nhan vien,1.0,None,25,C,9,12.0,12.6
64,FSI_64,Long,Tinh le,Kinh,Da bong,24,Nu,Tieng anh toiec,D,A,Dai hoc,Trung binh,HNUE,Lap trinh vien,1,C++,Nhan vien,1.0,None,25,D,5,19.0,19.95
65,FSI_65,Lan,Ha Noi,Kinh,Cau ca,56,Nu,Khong chung chi,B,B,Dai hoc,Xuat sac,UTC,Ky su R&D,13,Computer vision,Nhan vien,1.0,None,25,D,12,4.0,4.2
66,FSI_66,Ngoc,Tinh le,Kinh,Cau long,19,Nam,Khong chung chi,B,B,Dai hoc,Trung binh,USTH,Lap trinh vien,0,Ruby,Teamlead,1.5,None,25,C,1,24.0,25.2
67,FSI_67,Lan,Tinh le,Kinh,Cau ca,30,Nam,Tieng anh toiec,D,D,Cao dang,kha,UTC,Tu van ban hang,2,None,Nhan vien,1.0,None,15,D,7,10.0,10.5
68,FSI_68,Ron,Tinh le,Kinh,Cau long,36,Nu,Khong chung chi,B,B,Dai hoc,Gioi,HNUE,Ky su R&D,14,Data Science,Nhan vien,1.0,None,25,A,3,7.0,7.35
69,FSI_69,Ron,Tinh le,Kinh,Da bong,26,Nu,Khong chung chi,A,B,Dai hoc,kha,HUST,Ky su R&D,5,Tools,Nhan vien,1.0,Nhan tai dat viet,25,B,6,14.0,14.7
70,FSI_70,Harry,Tinh le,Kinh,xem phim,30,Nam,Khong chung chi,D,D,Thac si,Xuat sac,UTC,BA,3,None,Nhan vien,1.0,None,25,A,3,22.0,23.1
71,FSI_71,Ngoc,Tinh le,Kinh,Cau long,26,Nu,Tieng anh toiec,D,B,Cao dang,Trung binh,HAUI,Ky su R&D,4,Tools,Nhan vien,1.0,None,25,A,2,13.0,13.65
72,FSI_72,Long,Tinh le,Kinh,xem phim,37,Nam,Tieng anh toiec,B,B,Cao dang,Trung binh,VNU,Lap trinh vien,1,Python,Nhan vien,1.0,None,25,B,1,15.0,15.75
73,FSI_73,Hermione,Ha Noi,Kinh,Gym,38,Nam,Tieng Phap,C,D,Cao dang,kha,VNU,Tu van ban hang,1,None,Nhan vien,1.0,None,15,D,9,11.0,11.55
74,FSI_74,Harry,Tinh le,Kinh,Da bong,27,Nam,Khong chung chi,C,D,Cao dang,Trung binh,HNUE,Tu van ban hang,4,None,Nhan vien,1.0,None,15,A,4,12.0,12.6
75,FSI_75,Nam,Tinh le,Kinh,Gym,27,Nu,Tieng anh toiec,A,D,Cao dang,Gioi,EPU,Xu ly data,8,None,Nhan vien,1.0,None,15,A,3,10.0,10.5
76,FSI_76,Ngoc,Tinh le,Cham,Da bong,23,Nu,Tieng anh toiec,D,A,Dai hoc,kha,HNUE,Lap trinh vien,1,Java,Nhan vien,1.0,None,25,B,3,22.0,23.1
77,FSI_77,Hermione,Tinh le,Khome,Yoga,18,Nu,Tieng Phap,D,D,Thac si,Gioi,VNU,Tu van ban hang,0,None,Nhan vien,1.0,None,15,A,1,15.0,15.75
78,FSI_78,Hermione,Tinh le,Kinh,Cau long,18,Nam,Khong chung chi,D,D,Cao dang,Trung binh,EPU,BA,0,None,Teamlead,1.5,None,25,A,1,9.0,9.45
79,FSI_79,Ngoc,Ha Noi,Kinh,Cau long,18,Nam,Tieng anh toiec,A,D,Cao dang,Trung binh,HUST,PM,0,None,Nhan vien,1.0,None,30,C,1,26.0,27.3
80,FSI_80,Ngoc,Tinh le,Kinh,Cau ca,25,Nam,Tieng anh ielts,B,B,Cao dang,Trung binh,VNU,Ky su R&D,6,Computer vision,Nhan vien,1.0,None,25,B,0,16.0,16.8
81,FSI_81,Lan,Tinh le,Kinh,Da bong,29,Nu,Tieng anh toiec,D,D,Cao dang,Trung binh,EPU,Tu van ban hang,0,None,Nhan vien,1.0,None,15,D,6,8.0,8.4
82,FSI_82,Nam,Tinh le,Kinh,Cau long,29,Nam,Tieng anh toiec,B,B,Tien si,Khong xep loai,HAUI,Ky su R&D,3,NLP,Nhan vien,1.0,None,25,A,10,20.0,21.0
83,FSI_83,Nam,Tinh le,Kinh,Cau ca,29,Nam,Tieng anh toiec,C,D,Dai hoc,Gioi,EPU,PM,3,None,Nhan vien,1.0,None,30,D,7,17.0,17.85
84,FSI_84,Harry,Tinh le,Kinh,Cau ca,39,Nu,Tieng Trung,A,B,Dai hoc,kha,EPU,Lap trinh vien,20,Python,Technical leader,1.0,None,25,A,3,15.0,15.75
85,FSI_85,Nam,Tinh le,Muong,Gym,50,Nam,Khong chung chi,B,B,Dai hoc,kha,HNUE,Lap trinh vien,25,.NET,Nhan vien,1.0,Oympic toan,25,B,9,8.0,8.4
86,FSI_86,Ngoc,Tinh le,Kinh,Gym,37,Nu,Khong chung chi,D,D,Cao dang,Xuat sac,EPU,BA,7,None,Nhan vien,1.0,None,25,B,14,13.0,13.65
87,FSI_87,Long,Tinh le,Kinh,Nghe nhac,19,Nu,Tieng anh toiec,D,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,0,NLP,Nhan vien,1.0,None,25,A,0,14.0,14.7
88,FSI_88,Harry,Tinh le,Hoa,Nghe nhac,30,Nam,Khong chung chi,D,B,Cao dang,Gioi,HAUI,Lap trinh vien,8,Python,Nhan vien,1.0,None,25,D,7,10.0,10.5
89,FSI_89,Ngoc,Ha Noi,Khome,Cau long,19,Nam,Khong chung chi,D,B,Dai hoc,Xuat sac,VNU,Lap trinh vien,0,Python,Nhan vien,1.0,None,25,D,1,6.0,6.3
90,FSI_90,Lan,Tinh le,Nung,Yoga,21,Nu,Tieng Nhat,C,B,Dai hoc,Trung binh,HUST,Lap trinh vien,0,Android,Nhan vien,1.0,Khoa hoc sang tao,25,B,0,6.0,6.3
91,FSI_91,Luna,Tinh le,Kinh,Cau long,24,Nam,Khong chung chi,A,A,Cao dang,Xuat sac,TLU,Lap trinh vien,0,C++,Nhan vien,1.0,None,25,B,0,11.0,11.55
92,FSI_92,Ngoc,Tinh le,Kinh,Cau long,51,Nu,Tieng anh toiec,A,B,Thac si,kha,HNUE,Lap trinh vien,32,Python,Nhan vien,1.0,None,25,A,7,18.0,18.9
93,FSI_93,Long,Tinh le,Thai,Cau ca,28,Nam,Khong chung chi,D,B,Dai hoc,kha,VNU,Lap trinh vien,4,.NET,Nhan vien,1.0,Khoa hoc sang tao,25,B,1,21.0,22.05
94,FSI_94,Ngoc,Tinh le,Kinh,Nghe nhac,23,Nam,Tieng anh toiec,B,B,Dai hoc,kha,HNUE,Ky su R&D,4,NLP,Nhan vien,1.0,None,25,B,4,15.0,15.75
95,FSI_95,Long,Tinh le,Kinh,Yoga,40,Nu,Tieng Nga,D,A,Cao dang,Trung binh,EPU,Lap trinh vien,14,Java,Nhan vien,1.0,None,25,D,9,19.0,19.95
96,FSI_96,Harry,Tinh le,Kinh,Yoga,19,Nam,Tieng anh toiec,B,B,Dai hoc,Gioi,HUST,Lap trinh vien,0,Python,Teamlead,1.5,Khoa hoc sang tao,25,B,1,6.0,6.3
97,FSI_97,Ron,Tinh le,Kinh,Cau long,20,Nam,Tieng anh toiec,D,A,Dai hoc,kha,HUST,Lap trinh vien,0,ios,Nhan vien,1.0,None,25,A,0,18.0,18.9
98,FSI_98,Harry,Tinh le,Kinh,Cau ca,20,Nu,Tieng anh toiec,C,B,Cao dang,Gioi,EPU,Ky su R&D,1,NLP,Nhan vien,1.0,None,25,A,0,18.0,18.9
99,FSI_99,Harry,Tinh le,Kinh,Da bong,23,Nam,Khong chung chi,D,D,Khong bang cap,Khong xep loai,Khong di hoc,BA,0,None,Nhan vien,1.0,None,25,D,0,21.0,22.05
100,FSI_100,Luna,Tinh le,Kinh,xem phim,37,Nam,Tieng anh toiec,A,A,Cao dang,Gioi,HNUE,Lap trinh vien,16,ios,Truong phong,4.0,None,25,A,4,76.0,79.8
101,FSI_101,Nam,Ha Noi,Kinh,Cau ca,23,Nam,Khong chung chi,A,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,2,Java,Nhan vien,1.0,None,25,C,0,7.0,7.35
102,FSI_102,Nam,Tinh le,Kinh,Nghe nhac,26,Nu,Tieng anh toiec,D,B,Dai hoc,Xuat sac,USTH,Ky su R&D,5,Tools,Teamlead,1.5,Nhan tai dat viet,25,C,6,21.0,22.05
103,FSI_103,Ngoc,Tinh le,Kinh,Yoga,20,Nam,Tieng Nga,B,D,Dai hoc,Xuat sac,UTC,PM,0,None,Nhan vien,1.0,None,30,C,0,20.0,21.0
104,FSI_104,Hermione,Ha Noi,Kinh,Gym,27,Nam,Khong chung chi,C,D,Cao dang,Gioi,TLU,Tu van ban hang,4,None,Teamlead,1.5,None,15,B,0,13.5,14.175
105,FSI_105,Luna,Tinh le,Nung,Cau ca,35,Nu,Khong chung chi,B,D,Khong bang cap,Khong xep loai,Khong di hoc,Ke toan,13,None,Nhan vien,1.0,None,15,C,11,8.0,8.4
106,FSI_106,Harry,Tinh le,Dao,Cau ca,33,Nam,Khong chung chi,D,D,Thac si,Gioi,TLU,BA,5,None,Nhan vien,1.0,Khoa hoc sang tao,25,A,7,24.0,25.2
107,FSI_107,Ron,Tinh le,Kinh,Nghe nhac,23,Nu,Tieng anh toiec,B,A,Dai hoc,kha,HUST,Lap trinh vien,3,Java,Nhan vien,1.0,None,25,D,3,18.0,18.9
108,FSI_108,Hermione,Ha Noi,Mong,Yoga,20,Nam,Tieng anh toiec,A,D,Cao dang,Trung binh,EPU,Tu van ban hang,1,None,Nhan vien,1.0,None,15,D,0,8.0,8.4
109,FSI_109,Luna,Tinh le,Kinh,Da bong,23,Nu,Khong chung chi,A,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,1,Tools,Nhan vien,1.0,None,25,A,0,20.0,21.0
110,FSI_110,Ron,Tinh le,Kinh,Cau long,21,Nam,Tieng anh toiec,B,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,0,Java,Nhan vien,1.0,None,25,D,1,8.0,8.4
111,FSI_111,Long,Tinh le,Tay,Da bong,24,Nam,Tieng Nhat,D,B,Cao dang,Xuat sac,VNU,Lap trinh vien,2,Android,Nhan vien,1.0,None,25,D,2,6.0,6.3
112,FSI_112,Hermione,Tinh le,Kinh,Gym,28,Nu,Khong chung chi,C,C,Dai hoc,Trung binh,HUST,Lap trinh vien,0,PHP,Nhan vien,1.0,None,25,D,6,12.0,12.6
113,FSI_113,Luna,Tinh le,Kinh,Da bong,34,Nu,Khong chung chi,D,D,Dai hoc,Gioi,TLU,Tester,10,None,Nhan vien,1.0,Nhan tai dat viet,15,C,0,7.0,7.35
114,FSI_114,Long,Tinh le,Kinh,Da bong,31,Nam,Khong chung chi,A,C,Dai hoc,Trung binh,UTC,Lap trinh vien,8,PHP,Nhan vien,1.0,Nhan tai dat viet,25,C,8,9.0,9.45
115,FSI_115,Ngoc,Tinh le,Kinh,Gym,43,Nu,Tieng anh toiec,B,D,Dai hoc,Trung binh,TLU,BA,3,None,Teamlead,1.5,None,25,A,10,10.5,11.025
116,FSI_116,Long,Tinh le,Kinh,xem phim,29,Nam,Tieng anh toiec,A,C,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,5,PHP,Nhan vien,1.0,None,25,B,1,19.0,19.95
117,FSI_117,Harry,Tinh le,Kinh,xem phim,35,Nam,Tieng anh toiec,B,D,Dai hoc,Gioi,TLU,BA,10,None,Nhan vien,1.0,None,25,A,1,11.0,11.55
118,FSI_118,Luna,Tinh le,Kinh,Nghe nhac,56,Nam,Khong chung chi,A,D,Dai hoc,kha,HUST,PM,7,None,Nhan vien,1.0,None,30,A,7,27.0,28.35
119,FSI_119,Long,Tinh le,Mong,Gym,24,Nam,Khong chung chi,B,B,Dai hoc,Gioi,TLU,Lap trinh vien,2,Android,Teamlead,1.5,None,25,D,0,34.5,36.225
120,FSI_120,Lan,Tinh le,Kinh,Yoga,18,Nam,Khong chung chi,B,B,Dai hoc,Trung binh,HNUE,Ky su R&D,0,Tools,Nhan vien,1.0,None,25,C,0,20.0,21.0
121,FSI_121,Long,Tinh le,Kinh,Nghe nhac,20,Nam,Tieng Nga,A,D,Dai hoc,Trung binh,USTH,BA,0,None,Nhan vien,1.0,None,25,B,1,16.0,16.8
122,FSI_122,Harry,Tinh le,Kinh,Gym,25,Nam,Khong chung chi,C,D,Cao dang,kha,TLU,PM,2,None,Nhan vien,1.0,None,30,D,5,19.0,19.95
123,FSI_123,Hermione,Tinh le,Kinh,xem phim,39,Nu,Khong chung chi,C,B,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,16,Python,Nhan vien,1.0,Oympic toan,25,D,9,17.0,17.85
124,FSI_124,Harry,Tinh le,Kinh,xem phim,25,Nu,Khong chung chi,C,A,Dai hoc,Trung binh,HAUI,Lap trinh vien,0,C++,Nhan vien,1.0,None,25,B,4,10.0,10.5
125,FSI_125,Ngoc,Tinh le,Kinh,Nghe nhac,22,Nu,Khong chung chi,A,D,Cao dang,Xuat sac,HAUI,Xu ly data,2,None,Nhan vien,1.0,None,15,A,3,8.0,8.4
126,FSI_126,Long,Tinh le,Kinh,Da bong,19,Nu,Tieng anh toiec,C,C,Thac si,Trung binh,HUST,Lap trinh vien,0,PHP,Nhan vien,1.0,None,25,A,0,17.0,17.85
127,FSI_127,Harry,Tinh le,Kinh,Yoga,24,Nam,Khong chung chi,D,D,Cao dang,Trung binh,HUST,PM,1,None,Nhan vien,1.0,None,30,A,3,14.0,14.7
128,FSI_128,Ron,Tinh le,Hoa,Yoga,57,Nam,Tieng anh toiec,A,D,Cao dang,Xuat sac,HNUE,Tu van ban hang,6,None,Nhan vien,1.0,None,15,A,7,12.0,12.6
